"Name","Nationality","Position","Team","Age","YOB","MatchedPlayed","Starts","MinutesPlayed","90s","Goals","Assists","GA","NonPenGoals","PensScored","PensAttempted","YellowCards","RedCards","xG","npxG","xAG","npxG + xAG","ProgressiveCarries","ProgressivePasses","ProgressivePassesReceived","G/90","A/90","GA/90","NonPenGoals/90","NonPenGA/90","xG/90","xAG/90","xA+xG /90","npxG/90","npXG + xAG /90","Matches","Season","Shots","ShotsOnTarget","SoT%","S/90","SoT/90","G/Shot","G/SoT","AvgShotDist","FKShots","npxG/Shot","Goals - xG","npG - npxG","PassesCompleted","PassesAttempted","PercentPassesCompleted","TotalPassingDistance","ProgressedPassingDistance","ShortPassesCompleted","ShortPassesAttempted","ShortPassesPercentCompleted","MedPassesCompleted","MedPassesAttempted","MedPassesPercentCompleted","LongPassesCompleted","LongPassesAttempted","LongPassesPercentCompleted","xA","A - xAG","KeyPasses","1/3","PPen","CPen","Progressive Passes","Tackles","TacklesWon","TklsDefThird","TklsMidThird","TklsAttThird","DribblersTackled","DribblesChallenged","DrblTkl%","ChallengesLost","Blocks","BlockedShots","BlockedPasses","Interceptions","Tackles + Interceptions","Clearances","DefensiveErrors"
"Theo Walcott","eng ENG","MF,FW","Southampton","32","1989","9","5","379","4.2","0","0","0","0","0","0","0","0","0.6","0.6","0.0","0.7","3","5","19","0.00","0.00","0.00","0.00","0.00","0.15","0.01","0.16","0.15","0.16","Matches","2021/2022","6","0","0.0","1.42","0.00","0.00","","16.4","0","0.10","-0.6","-0.6","59","87","67.8","759","128","36","43","83.7","15","27","55.6","3","4","75.0","0.1","0.0","1","2","1","0","5","4","2","2","0","2","1","5","20.0","4","3","0","3","5","9","2","0"
"Kyle Walker","eng ENG","DF","Manchester City","31","1990","20","20","1,755","19.5","0","2","2","0","0","0","1","0","0.3","0.3","1.3","1.5","43","146","65","0.00","0.10","0.10","0.00","0.10","0.01","0.06","0.08","0.01","0.08","Matches","2021/2022","8","2","25.0","0.41","0.10","0.00","0.00","23.7","1","0.03","-0.3","-0.3","1478","1668","88.6","26238","7085","654","697","93.8","672","732","91.8","136","192","70.8","2.1","+0.7","11","178","17","4","146","15","6","7","7","1","8","17","47.1","9","14","4","10","14","29","16","1"
"Kyle Walker-Peters","eng ENG","DF","Southampton","24","1997","32","29","2,633","29.3","1","2","3","1","0","0","5","0","1.1","1.1","2.7","3.8","134","147","165","0.03","0.07","0.10","0.03","0.10","0.04","0.09","0.13","0.04","0.13","Matches","2021/2022","26","7","26.9","0.89","0.24","0.04","0.14","18.6","0","0.04","-0.1","-0.1","1071","1368","78.3","16094","5790","606","686","88.3","368","470","78.3","65","113","57.5","3.4","-0.7","24","64","36","1","147","57","33","28","21","8","26","38","68.4","12","29","8","21","37","94","53","1"
"Aaron Wan-Bissaka","eng ENG","DF","Manchester Utd","23","1997","20","20","1,793","19.9","0","0","0","0","0","0","2","0","0.3","0.3","0.9","1.2","55","61","90","0.00","0.00","0.00","0.00","0.00","0.02","0.04","0.06","0.02","0.06","Matches","2021/2022","5","1","20.0","0.25","0.05","0.00","0.00","14.1","0","0.07","-0.3","-0.3","925","1141","81.1","12449","4048","598","657","91.0","255","307","83.1","36","67","53.7","0.9","-0.9","14","52","12","8","61","49","36","25","18","6","14","20","70.0","6","24","14","10","34","83","41","2"
"Danny Ward","wls WAL","GK","Leicester City","28","1993","1","1","90","1.0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Matches","2021/2022","0","0","","0.00","0.00","","","","0","","0.0","0.0","30","33","90.9","646","380","6","6","100.0","20","20","100.0","4","7","57.1","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","1","0"
"Joel Ward","eng ENG","DF","Crystal Palace","31","1989","28","27","2,487","27.6","0","0","0","0","0","0","8","0","0.3","0.3","0.5","0.8","27","119","37","0.00","0.00","0.00","0.00","0.00","0.01","0.02","0.03","0.01","0.03","Matches","2021/2022","10","1","10.0","0.36","0.04","0.00","0.00","20.4","0","0.03","-0.3","-0.3","1372","1741","78.8","22621","8364","675","746","90.5","574","683","84.0","99","234","42.3","1.3","-0.5","6","104","12","4","119","44","26","30","11","3","30","57","52.6","27","24","11","13","32","76","107","1"
"James Ward-Prowse","eng ENG","MF","Southampton","26","1994","36","36","3,215","35.7","10","5","15","6","4","4","3","1","5.4","2.2","6.5","8.7","21","189","42","0.28","0.14","0.42","0.17","0.31","0.15","0.18","0.33","0.06","0.24","Matches","2021/2022","51","20","39.2","1.43","0.56","0.12","0.30","27.9","23","0.04","+4.6","+3.8","1657","2137","77.5","27629","9209","813","880","92.4","635","760","83.6","156","390","40.0","6.3","-1.5","71","169","16","10","189","41","24","12","24","5","19","70","27.1","51","43","15","28","40","81","45","1"
"Ollie Watkins","eng ENG","FW","Aston Villa","25","1995","35","33","2,952","32.8","11","2","13","10","1","1","7","0","11.6","11.0","3.4","14.4","74","60","226","0.34","0.06","0.40","0.30","0.37","0.35","0.10","0.46","0.34","0.44","Matches","2021/2022","76","31","40.8","2.32","0.95","0.13","0.32","13.6","0","0.14","-0.6","-1.0","484","699","69.2","5923","1163","315","403","78.2","115","173","66.5","10","24","41.7","2.6","-1.4","34","29","17","0","60","17","13","2","7","8","2","15","13.3","13","25","3","22","12","29","27","0"
"Adam Webster","eng ENG","DF","Brighton","26","1995","22","16","1,434","15.9","2","0","2","2","0","0","5","0","0.9","0.9","0.0","0.9","19","109","7","0.13","0.00","0.13","0.13","0.13","0.06","0.00","0.06","0.06","0.06","Matches","2021/2022","8","2","25.0","0.50","0.13","0.25","1.00","11.2","0","0.13","+1.1","+1.1","950","1176","80.8","18182","7344","308","351","87.7","512","587","87.2","103","188","54.8","0.3","0.0","1","104","1","0","109","26","8","17","7","2","13","20","65.0","7","25","17","8","17","43","66","2"
"Wout Weghorst","nl NED","FW","Burnley","28","1992","20","17","1,450","16.1","2","3","5","2","0","0","3","0","4.8","4.8","1.5","6.2","7","26","81","0.12","0.19","0.31","0.12","0.31","0.30","0.09","0.39","0.30","0.39","Matches","2021/2022","30","7","23.3","1.86","0.43","0.07","0.29","14.0","0","0.16","-2.8","-2.8","276","434","63.6","2956","740","184","260","70.8","45","71","63.4","7","11","63.6","1.3","+1.5","14","17","7","1","26","17","9","3","9","5","6","19","31.6","13","16","5","11","6","23","13","0"
"Danny Welbeck","eng ENG","FW,MF","Brighton","30","1990","25","15","1,478","16.4","6","2","8","6","0","0","0","0","6.6","6.6","1.2","7.8","22","23","105","0.37","0.12","0.49","0.37","0.49","0.40","0.08","0.47","0.40","0.47","Matches","2021/2022","43","21","48.8","2.62","1.28","0.14","0.29","12.8","0","0.16","-0.6","-0.6","213","277","76.9","2412","411","144","173","83.2","43","56","76.8","4","6","66.7","0.7","+0.8","18","10","9","0","23","14","7","2","8","4","3","10","30.0","7","18","2","16","5","19","18","0"
"Timo Werner","de GER","FW,MF","Chelsea","25","1996","21","15","1,283","14.3","4","1","5","4","0","0","1","0","6.8","6.8","0.3","7.1","46","18","144","0.28","0.07","0.35","0.28","0.35","0.48","0.02","0.50","0.48","0.50","Matches","2021/2022","45","16","35.6","3.16","1.12","0.09","0.25","13.3","0","0.15","-2.8","-2.8","297","402","73.9","3577","478","197","230","85.7","69","92","75.0","8","16","50.0","0.8","+0.7","8","9","9","1","18","8","4","3","3","2","2","20","10.0","18","9","0","9","2","10","4","0"
"Ashley Westwood","eng ENG","MF","Burnley","31","1990","27","26","2,287","25.4","0","3","3","0","0","0","7","0","0.6","0.6","4.1","4.7","12","130","27","0.00","0.12","0.12","0.00","0.12","0.02","0.16","0.19","0.02","0.19","Matches","2021/2022","14","1","7.1","0.55","0.04","0.00","0.00","21.0","0","0.04","-0.6","-0.6","871","1254","69.5","16111","5915","347","418","83.0","361","468","77.1","119","276","43.1","4.5","-1.1","33","118","32","5","130","21","12","8","12","1","10","31","32.3","21","21","9","12","30","51","16","1"
"Ben White","eng ENG","DF","Arsenal","23","1997","32","32","2,880","32.0","0","0","0","0","0","0","3","0","1.0","1.0","1.3","2.3","38","124","4","0.00","0.00","0.00","0.00","0.00","0.03","0.04","0.07","0.03","0.07","Matches","2021/2022","12","3","25.0","0.37","0.09","0.00","0.00","15.2","0","0.09","-1.0","-1.0","1554","1839","84.5","29470","10724","539","610","88.4","857","933","91.9","143","254","56.3","0.9","-1.3","13","148","2","0","124","44","23","30","8","6","28","45","62.2","17","42","24","18","42","86","102","0"
"Brandon Williams","eng ENG","DF","Norwich City","20","2000","26","23","2,120","23.6","0","1","1","0","0","0","8","0","0.2","0.2","1.9","2.2","57","90","58","0.00","0.04","0.04","0.00","0.04","0.01","0.08","0.09","0.01","0.09","Matches","2021/2022","4","1","25.0","0.17","0.04","0.00","0.00","21.2","0","0.06","-0.2","-0.2","899","1130","79.6","14660","5198","454","524","86.6","371","460","80.7","62","106","58.5","1.4","-0.9","21","48","19","3","90","55","37","35","18","2","36","64","56.3","28","26","6","20","44","99","50","0"
"Neco Williams","wls WAL","DF","Liverpool","20","2001","1","0","8","0.1","0","1","1","0","0","0","0","0","0.0","0.0","0.7","0.7","1","0","2","0.00","11.25","11.25","0.00","11.25","0.00","7.82","7.82","0.00","7.82","Matches","2021/2022","0","0","","0.00","0.00","","","","0","","0.0","0.0","9","9","100.0","143","16","5","5","100.0","4","4","100.0","0","0","","0.5","+0.3","1","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"Joe Willock","eng ENG","MF","Newcastle Utd","21","1999","29","24","2,038","22.6","2","0","2","2","0","0","0","0","3.2","3.2","1.2","4.4","48","58","77","0.09","0.00","0.09","0.09","0.09","0.14","0.05","0.20","0.14","0.20","Matches","2021/2022","35","11","31.4","1.55","0.49","0.06","0.18","17.2","0","0.09","-1.2","-1.2","450","565","79.6","6691","1794","253","299","84.6","150","177","84.7","28","40","70.0","0.6","-1.2","18","38","7","1","58","64","37","30","28","6","29","68","42.6","39","37","6","31","21","85","10","1"
"Callum Wilson","eng ENG","FW","Newcastle Utd","29","1992","18","16","1,386","15.4","8","0","8","6","2","2","4","0","6.2","4.6","0.5","5.1","14","9","52","0.52","0.00","0.52","0.39","0.39","0.40","0.03","0.43","0.30","0.33","Matches","2021/2022","33","12","36.4","2.14","0.78","0.18","0.50","14.2","0","0.14","+1.8","+1.4","107","159","67.3","1319","286","63","84","75.0","26","40","65.0","3","5","60.0","0.6","-0.5","10","6","3","1","9","9","8","1","5","3","1","4","25.0","3","7","2","5","3","12","10","0"
"Harry Winks","eng ENG","MF","Tottenham","25","1996","19","9","912","10.1","0","1","1","0","0","0","2","0","0.1","0.1","1.5","1.6","10","73","18","0.00","0.10","0.10","0.00","0.10","0.01","0.15","0.16","0.01","0.16","Matches","2021/2022","3","1","33.3","0.30","0.10","0.00","0.00","26.6","0","0.04","-0.1","-0.1","585","683","85.7","9806","3088","248","272","91.2","258","286","90.2","50","80","62.5","1.9","-0.5","11","79","13","3","73","15","10","4","9","2","8","21","38.1","13","14","3","11","16","31","10","2"
"Yoane Wissa","cd COD","FW","Brentford","24","1996","30","12","1,284","14.3","7","1","8","7","0","0","0","0","3.1","3.1","0.9","4.0","19","29","84","0.49","0.07","0.56","0.49","0.56","0.22","0.06","0.28","0.22","0.28","Matches","2021/2022","32","13","40.6","2.24","0.91","0.22","0.54","16.4","0","0.10","+3.9","+3.9","188","286","65.7","2465","593","121","164","73.8","50","70","71.4","7","17","41.2","1.0","+0.1","9","13","10","1","29","12","6","5","4","3","1","16","6.3","15","12","5","7","8","20","6","0"
"Chris Wood","nz NZL","FW","Burnley","29","1991","17","17","1,367","15.2","3","0","3","3","0","0","1","0","4.2","4.2","0.5","4.7","5","23","69","0.20","0.00","0.20","0.20","0.20","0.28","0.03","0.31","0.28","0.31","Matches","2021/2022","30","11","36.7","1.98","0.72","0.10","0.27","12.7","0","0.14","-1.2","-1.2","178","310","57.4","2190","520","124","203","61.1","37","63","58.7","4","6","66.7","0.4","-0.5","9","27","4","0","23","7","5","0","3","4","3","10","30.0","7","13","4","9","0","7","3","0"
"Chris Wood","nz NZL","FW","Newcastle Utd","29","1991","17","15","1,327","14.7","2","0","2","1","1","1","0","0","3.1","2.3","1.1","3.4","5","18","60","0.14","0.00","0.14","0.07","0.07","0.21","0.07","0.28","0.16","0.23","Matches","2021/2022","20","6","30.0","1.36","0.41","0.05","0.17","12.0","0","0.12","-1.1","-1.3","169","327","51.7","1958","472","126","207","60.9","26","65","40.0","6","10","60.0","0.5","-1.1","10","18","2","0","18","2","0","1","1","0","1","2","50.0","1","5","2","3","2","4","9","0"
"Freddie Woodman","eng ENG","GK","Newcastle Utd","24","1997","4","4","360","4.0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Matches","2021/2022","0","0","","0.00","0.00","","","","0","","0.0","0.0","74","120","61.7","2295","1690","14","14","100.0","33","33","100.0","27","71","38.0","0.0","0.0","0","5","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","1"
"Granit Xhaka","ch SUI","MF,DF","Arsenal","28","1992","27","27","2,327","25.9","1","2","3","1","0","0","10","1","1.4","1.4","2.3","3.7","39","230","67","0.04","0.08","0.12","0.04","0.12","0.05","0.09","0.14","0.05","0.14","Matches","2021/2022","27","5","18.5","1.04","0.19","0.04","0.20","23.4","1","0.05","-0.4","-0.4","1367","1589","86.0","23204","6399","634","713","88.9","594","667","89.1","109","150","72.7","2.2","-0.3","32","194","41","7","230","32","18","16","12","4","16","41","39.0","25","21","6","15","21","53","31","0"
"Andriy Yarmolenko","ua UKR","FW,MF","West Ham","31","1989","19","1","316","3.5","1","0","1","1","0","0","1","0","0.8","0.8","0.3","1.1","12","12","28","0.28","0.00","0.28","0.28","0.28","0.22","0.08","0.30","0.22","0.30","Matches","2021/2022","11","5","45.5","3.13","1.42","0.09","0.20","15.2","0","0.07","+0.2","+0.2","80","109","73.4","1285","237","40","52","76.9","31","36","86.1","6","9","66.7","0.3","-0.3","4","3","4","1","12","4","2","2","2","0","2","8","25.0","6","4","2","2","0","4","2","0"
"Ashley Young","eng ENG","DF,FW","Aston Villa","36","1985","24","10","1,250","13.9","0","2","2","0","0","0","2","0","0.4","0.4","1.0","1.4","27","45","57","0.00","0.14","0.14","0.00","0.14","0.03","0.07","0.10","0.03","0.10","Matches","2021/2022","10","3","30.0","0.72","0.22","0.00","0.00","21.2","1","0.04","-0.4","-0.4","492","645","76.3","7689","2712","282","314","89.8","155","204","76.0","38","78","48.7","0.4","+1.0","13","48","10","3","45","18","6","9","6","3","11","16","68.8","5","10","4","6","13","31","25","1"
"Nathan Young-Coombes","eng ENG","MF","Brentford","18","2003","1","0","4","0.0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Matches","2021/2022","0","0","","0.00","0.00","","","","0","","0.0","0.0","0","0","","0","0","0","0","","0","0","","0","0","","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"Wilfried Zaha","ci CIV","FW","Crystal Palace","28","1992","33","31","2,760","30.7","14","1","15","9","5","7","6","1","9.5","3.9","5.1","9.0","113","121","265","0.46","0.03","0.49","0.29","0.33","0.31","0.17","0.48","0.13","0.29","Matches","2021/2022","62","26","41.9","2.02","0.85","0.15","0.35","18.8","0","0.06","+4.5","+5.1","753","974","77.3","10942","2907","432","509","84.9","252","311","81.0","36","63","57.1","5.4","-4.1","46","38","66","12","121","40","20","14","15","11","10","31","32.3","21","28","0","28","5","45","5","0"
"Christoph Zimmermann","de GER","DF","Norwich City","28","1993","3","2","157","1.7","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","1","4","0","0.00","0.00","0.00","0.00","0.00","0.03","0.00","0.03","0.03","0.03","Matches","2021/2022","2","1","50.0","1.15","0.57","0.00","0.00","21.6","0","0.02","0.0","0.0","46","63","73.0","817","404","15","19","78.9","23","27","85.2","5","12","41.7","0.0","0.0","0","3","1","0","4","6","3","5","1","0","3","4","75.0","1","0","0","0","1","7","4","0"
"Oleksandr Zinchenko","ua UKR","DF","Manchester City","24","1996","15","10","1,047","11.6","0","4","4","0","0","0","0","0","0.5","0.5","2.7","3.2","32","113","88","0.00","0.34","0.34","0.00","0.34","0.04","0.23","0.27","0.04","0.27","Matches","2021/2022","12","4","33.3","1.03","0.34","0.00","0.00","22.4","0","0.04","-0.5","-0.5","953","1073","88.8","14439","4109","529","562","94.1","354","387","91.5","46","75","61.3","2.5","+1.3","16","104","22","5","113","20","14","7","10","3","11","20","55.0","9","11","3","8","14","34","15","1"
"Hakim Ziyech","ma MAR","MF,FW","Chelsea","28","1993","23","14","1,319","14.7","4","3","7","4","0","0","3","0","3.4","3.4","2.9","6.3","50","88","142","0.27","0.20","0.48","0.27","0.48","0.23","0.20","0.43","0.23","0.43","Matches","2021/2022","52","19","36.5","3.55","1.30","0.08","0.21","21.2","3","0.07","+0.6","+0.6","544","755","72.1","7935","2498","336","380","88.4","141","204","69.1","40","98","40.8","3.1","+0.1","29","48","28","8","88","19","10","5","12","2","10","36","27.8","26","11","1","10","10","29","10","0"
"Kurt Zouma","fr FRA","DF","West Ham","26","1994","24","24","2,078","23.1","1","0","1","1","0","0","1","0","1.1","1.1","0.1","1.2","11","33","2","0.04","0.00","0.04","0.04","0.04","0.05","0.00","0.05","0.05","0.05","Matches","2021/2022","6","2","33.3","0.26","0.09","0.17","0.50","6.1","0","0.19","-0.1","-0.1","875","999","87.6","16585","5514","300","323","92.9","502","541","92.8","64","121","52.9","0.1","-0.1","2","24","2","0","33","11","6","8","3","0","4","7","57.1","3","31","26","5","34","45","132","0"
"Martin Ødegaard","no NOR","MF,FW","Arsenal","22","1998","36","32","2,785","30.9","7","4","11","7","0","0","4","0","4.8","4.8","6.3","11.1","57","224","146","0.23","0.13","0.36","0.23","0.36","0.15","0.20","0.36","0.15","0.36","Matches","2021/2022","53","21","39.6","1.71","0.68","0.13","0.33","21.0","12","0.09","+2.2","+2.2","1368","1633","83.8","21846","5049","681","763","89.3","541","612","88.4","90","145","62.1","5.4","-2.3","77","113","71","3","224","49","21","6","24","19","22","61","36.1","39","18","1","17","11","60","11","1"
"Patrick van Aanholt","nl NED","DF","Crystal Palace","29","1990","22","20","1,777","19.7","0","1","1","0","0","0","2","0","1.4","1.4","0.7","2.1","38","103","87","0.00","0.05","0.05","0.00","0.05","0.07","0.04","0.11","0.07","0.11","Matches","2020/2021","18","5","27.8","0.91","0.25","0.00","0.00","21.1","3","0.08","-1.4","-1.4","906","1164","77.8","13287","5990","545","613","88.9","284","361","78.7","51","105","48.6","1.7","+0.3","11","71","20","4","103","35","22","18","17","0","19","43","44.2","24","18","6","12","30","65","40","2"
"Tammy Abraham","eng ENG","FW","Chelsea","22","1997","22","12","1,040","11.6","6","1","7","6","0","0","0","0","5.9","5.9","0.7","6.6","12","11","66","0.52","0.09","0.61","0.52","0.61","0.51","0.06","0.57","0.51","0.57","Matches","2020/2021","32","13","40.6","2.77","1.13","0.19","0.46","10.7","0","0.18","+0.1","+0.1","149","211","70.6","1714","297","85","111","76.6","33","46","71.7","4","8","50.0","0.2","+0.3","9","14","1","0","11","7","5","3","3","1","1","7","14.3","6","6","0","6","5","12","17","0"
"Che Adams","sct SCO","FW","Southampton","24","1996","36","30","2,667","29.6","9","5","14","9","0","0","1","0","9.8","9.8","5.0","14.8","32","57","149","0.30","0.17","0.47","0.30","0.47","0.33","0.17","0.50","0.33","0.50","Matches","2020/2021","55","31","56.4","1.86","1.05","0.16","0.29","13.8","0","0.18","-0.8","-0.8","431","622","69.3","6240","1416","228","308","74.0","125","162","77.2","34","49","69.4","3.0","0.0","37","35","23","1","57","25","16","4","15","6","6","17","35.3","11","20","2","18","4","29","19","1"
"Tosin Adarabioyo","eng ENG","DF","Fulham","22","1997","33","33","2,953","32.8","0","0","0","0","0","0","1","0","1.1","1.1","0.3","1.4","5","75","3","0.00","0.00","0.00","0.00","0.00","0.03","0.01","0.04","0.03","0.04","Matches","2020/2021","18","5","27.8","0.55","0.15","0.00","0.00","10.5","0","0.06","-1.1","-1.1","1647","1918","85.9","33255","12650","484","551","87.8","949","1008","94.1","196","318","61.6","0.4","-0.3","5","71","5","0","75","37","19","30","6","1","19","40","47.5","21","26","20","6","42","79","197","2"
"Adrián","es ESP","GK","Liverpool","33","1987","3","3","270","3.0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Matches","2020/2021","0","0","","0.00","0.00","","","","0","","0.0","0.0","78","100","78.0","1796","1138","24","24","100.0","33","34","97.1","20","40","50.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","3","1"
